"","X","Name","JobID","YearofBirth","AttritionStatus","DistanceFromHome","JobLevel","WorkLifeBalance","PercentSalaryHike","HourlyRate","YearsWithCurrManager","MonthlyRate","JobSatisfaction","Over18","EnvironmentSatisfaction","YearsSinceLastPromotion","JobRole","EducationLevel","YearsAtCompany","Gender","Travel_For_Business","EducationField","MaritalStatus","PerformanceRating","MonthlyIncome","StandardHours","Age","TotalWorkingYears","EmployeeNumber","LastYearTrainingTime","RelationshipSatisfaction","EmployeeCount","OverTime","Department","YearsInCurrentRole","JobInvolvement","StockOptionLevel","NumCompaniesWorked","DailyRate"
"708",708,"Figel, Anthony",1708,1989,"No",7,1,2,13,64,0,7152,"Satisfied","Y",3,0,"Research Scientist",3,1,"Male","Non-Travel","Technical Degree","Divorced","High",1274,80,30,1,1477,2,2,1,"No","Research & Development",0,3,2,1,990
"709",709,"Stepner, Ethan",1709,1975,"Yes",1,1,2,12,99,3,11092,"OK","Y",3,2,"Research Scientist",2,5,"Male","Travel_Frequently","Medical","Divorced","High",2342,80,44,6,1791,2,3,1,"Yes","Research & Development",3,3,3,1,429
"710",710,"al-Ramin, Wajeeha",1710,1985,"Yes",9,1,3,15,52,2,3072,"Satisfied","Y",1,2,"Human Resources",4,2,"Female","Travel_Rarely","Technical Degree","Married","High",2742,80,34,2,1462,NA,4,1,"No","Human Resources",2,3,0,1,1107
"711",711,"Khoshnaw, Sebastien",1711,1989,"No",2,1,3,18,72,0,17434,"OK","Y",3,0,"Sales Representative",1,1,"Male","Travel_Rarely","Technical Degree","Married","High",2476,80,30,1,503,3,1,1,"No","Sales",0,3,1,1,202
"712",712,"Lucero, Paola",1712,1963,"No",8,1,3,18,67,2,13939,"Disatisfied","Y",3,2,"Research Scientist",3,2,"Female","Travel_Rarely","Life Sciences","Divorced","High",4257,80,56,19,237,3,3,1,"Yes","Research & Development",2,3,1,4,713
"713",713,"al-Azzi, Maajida",1713,1988,"No",5,2,3,11,67,2,22589,"Very Satisfied","Y",1,0,"Sales Executive",4,10,"Female","Travel_Rarely","Life Sciences","Married","High",5476,80,31,10,1672,2,1,1,"No","Sales",0,3,2,1,1112
"714",714,"Jackson, Michelle",1714,1966,"No",23,4,3,18,72,8,20206,"Very Satisfied","Y",4,3,"Research Director",4,12,"Female","Travel_Rarely","Life Sciences","Single","High",14275,80,53,33,909,NA,3,1,"No","Research & Development",9,3,0,6,102
"715",715,"King, Verut",1715,1997,"No",8,1,2,15,94,1,6881,"Disatisfied","Y",2,1,"Laboratory Technician",1,4,"Male","Travel_Rarely","Life Sciences","Married","High",2451,80,22,4,1018,3,1,1,"No","Research & Development",3,1,1,1,217
"716",716,"el-Muhammed, Tameem",1716,1988,"No",9,1,3,16,42,2,7551,"OK","Y",3,2,"Research Scientist",4,2,"Male","Travel_Rarely","Life Sciences","Single","High",2657,80,31,3,487,5,4,1,"Yes","Research & Development",2,2,0,0,408
"717",717,"al-Obeid, Mufeed",1717,1989,"No",29,2,3,19,61,3,13192,"Disatisfied","Y",3,0,"Sales Executive",4,4,"Male","Travel_Rarely","Life Sciences","Divorced","High",4115,80,30,8,1206,3,3,1,"No","Sales",3,3,3,8,1329
"718",718,"Lor, Anthony",1718,1983,"No",15,2,2,24,88,11,10436,"Very Satisfied","Y",4,11,"Sales Executive",4,15,"Male","Non-Travel","Marketing","Divorced","Very High",5406,80,36,15,2043,4,1,1,"No","Sales",12,1,1,1,301
"719",719,"Lang, Bradley",1719,1978,"No",19,2,2,16,36,0,19877,"Disatisfied","Y",3,0,"Research Scientist",2,1,"Male","Travel_Rarely","Life Sciences","Divorced","High",3072,80,41,17,340,2,1,1,"No","Research & Development",0,3,2,2,1411
"720",720,"Nash, Nigel",1720,1968,"No",NA,5,2,24,83,10,19196,"OK","Y",4,11,"Manager",3,29,"Male","Travel_Frequently","Life Sciences","Divorced","Very High",19847,80,51,31,1278,5,1,1,"Yes","Sales",10,3,1,4,237
"721",721,"Quinlisk, Cody",1721,1970,"No",2,2,2,14,63,8,13243,"OK","Y",4,0,"Sales Executive",3,9,"Male","Travel_Frequently","Medical","Married","High",5390,80,49,17,2072,3,4,1,"No","Sales",6,2,0,2,1023
"722",722,"al-Salman, Musheer",1722,1993,"No",6,1,3,18,61,7,7102,"Very Satisfied","Y",3,7,"Laboratory Technician",3,7,"Male","Travel_Frequently","Other","Married","High",2544,80,26,8,1919,3,1,1,"No","Research & Development",7,4,1,0,1096
"723",723,"Perkins, Donovan",1723,1993,"No",1,2,3,12,52,7,11148,"Disatisfied","Y",3,0,"Sales Executive",3,7,"Male","Travel_Frequently","Medical","Single","High",4294,80,26,7,959,2,2,1,"No","Sales",7,2,0,1,1283
"724",724,"al-Hassen, Zahra",1724,1963,"Yes",14,1,3,18,72,3,4510,"OK","Y",2,4,"Research Scientist",4,5,"Female","Travel_Rarely","Life Sciences","Married","High",4963,80,56,7,153,2,1,1,"Yes","Research & Development",4,3,3,9,441
"725",725,"Davis, Adina",1725,1984,"No",NA,2,3,11,44,2,25388,"OK","Y",4,0,"Manufacturing Director",2,3,"Female","Travel_Rarely","Other","Married","High",4788,80,35,4,1894,2,4,1,"Yes","Research & Development",2,2,0,0,219
"726",726,"Sexton-Land, Sean",1726,1977,"No",13,2,2,18,95,0,5696,"Disatisfied","Y",2,0,"Healthcare Representative",3,0,"Male","Travel_Rarely","Medical","Married","High",5538,80,42,10,1804,2,3,1,"No","Research & Development",0,4,2,5,1128
"727",727,"Knight, Kikiola",1727,1982,"No",1,1,3,12,42,7,15881,"Very Satisfied","Y",4,5,"Research Scientist",3,17,"Female","Travel_Rarely","Life Sciences","Single","High",2115,80,37,17,393,3,2,1,"No","Research & Development",12,3,0,1,1372
"728",728,"Yeon, Emily Olivia",1728,1972,"No",2,2,3,22,35,7,17783,"Very Satisfied","Y",3,7,"Sales Executive",2,7,"Female","Travel_Rarely","Marketing","Married","Very High",4537,80,47,8,897,2,1,1,"Yes","Sales",6,3,1,0,249
"729",729,"Douglas, Brittney",1729,1990,"No",1,4,2,14,87,7,3423,"Very Satisfied","Y",4,1,"Research Director",3,7,"Female","Travel_Rarely","Life Sciences","Divorced","High",16124,80,29,9,1265,2,2,1,"No","Research & Development",7,2,2,3,694
"730",730,"Campa, Alyssa",1730,1985,"No",6,2,3,14,41,10,12482,"Satisfied","Y",1,2,"Research Scientist",4,16,"Female","Travel_Rarely","Other","Single","High",4809,80,34,16,142,3,3,1,"No","Research & Development",13,3,0,1,665
"731",731,"Muniz, Meaghan",1731,1968,"No",14,2,2,11,87,7,14862,"Very Satisfied","Y",3,0,"Sales Executive",2,7,"Female","Travel_Rarely","Life Sciences","Married","High",4936,80,51,18,507,2,3,1,"No","Sales",7,3,1,4,1178
"732",732,"Lee, Derek",1732,1983,"No",13,1,3,13,36,4,25527,"OK","Y",3,0,"Human Resources",3,5,"Male","Travel_Rarely","Human Resources","Married","High",2143,80,36,8,825,2,2,1,"No","Human Resources",2,3,1,4,1041
"733",733,"Turner, Xavier",1733,1978,"No",9,5,4,17,64,11,3735,"Satisfied","Y",1,0,"Research Director",3,18,"Male","Travel_Frequently","Medical","Divorced","High",19419,80,41,21,994,2,2,1,"No","Research & Development",16,3,1,2,840
"734",734,"el-Basher, Turfa",1734,1991,"Yes",12,1,2,11,79,0,22955,"Very Satisfied","Y",3,0,"Laboratory Technician",1,1,"Female","Travel_Rarely","Life Sciences","Married","High",2515,80,28,1,1181,4,4,1,"Yes","Research & Development",1,3,0,1,1485
"735",735,"Du, Purushka",1735,1989,"No",18,1,2,14,75,4,23910,"Satisfied","Y",1,0,"Research Scientist",3,5,"Female","Travel_Rarely","Life Sciences","Single","High",2632,80,30,5,199,4,3,1,"No","Research & Development",4,3,0,1,438
"736",736,"Kanayama, Jungsoo",1736,1995,"No",10,1,3,14,59,1,2097,"Very Satisfied","Y",1,2,"Human Resources",3,2,"Male","Travel_Frequently","Medical","Married","High",2145,80,24,3,1740,2,4,1,"No","Human Resources",2,3,1,0,897
"737",737,"Yamaguchi, Sabrina",1737,1983,"No",1,2,3,13,73,0,21447,"Satisfied","Y",2,0,"Sales Executive",4,1,"Female","Travel_Rarely","Life Sciences","Single","High",6815,80,36,15,1582,5,1,1,"No","Sales",0,3,0,6,884
"738",738,"Schweiger, Elijah",1738,1990,"No",5,2,2,13,43,9,3356,"OK","Y",1,0,"Sales Executive",3,10,"Male","Travel_Rarely","Medical","Divorced","High",4187,80,29,10,1671,3,2,1,"Yes","Sales",0,2,1,1,991
"739",739,"Batterton, Mary",1739,1987,"No",2,1,3,13,75,7,3956,"OK","Y",3,0,"Laboratory Technician",3,8,"Female","Travel_Rarely","Medical","Married","High",2370,80,32,8,470,4,3,1,"No","Research & Development",0,3,1,1,1062
"740",740,"Mill, Kelsey",1740,1988,"No",24,2,3,19,96,8,17198,"Disatisfied","Y",3,1,"Healthcare Representative",3,10,"Female","Travel_Rarely","Medical","Single","High",6812,80,31,10,1248,2,2,1,"No","Research & Development",9,2,0,1,1062
"741",741,"Castaneda, Nathaniel",1741,1979,"No",2,5,3,19,49,9,5949,"Satisfied","Y",1,3,"Research Director",2,21,"Male","Travel_Rarely","Medical","Divorced","High",19436,80,40,22,347,5,4,1,"No","Research & Development",7,3,1,0,1416
"742",742,"Hailemicael, Tre",1742,1990,"No",7,1,3,14,59,2,19384,"Disatisfied","Y",4,1,"Laboratory Technician",3,3,"Male","Travel_Rarely","Life Sciences","Single","High",2062,80,29,11,1876,2,2,1,"No","Research & Development",2,3,0,3,592
"743",743,"Smith, Joshua",1743,1990,"No",9,1,2,18,91,0,22376,"Satisfied","Y",3,0,"Research Scientist",3,1,"Male","Travel_Rarely","Life Sciences","Married","High",2451,80,29,5,1556,2,1,1,"No","Research & Development",0,4,2,6,598
"744",744,"Korenek, Samantha",1744,1977,"No",9,1,3,13,74,8,16458,"Very Satisfied","Y",1,5,"Laboratory Technician",2,12,"Female","Travel_Frequently","Medical","Single","High",3673,80,42,12,1484,3,3,1,"No","Research & Development",9,3,0,1,748
"745",745,"el-Basa, Muhyddeen",1745,1991,"Yes",2,1,1,11,79,0,14935,"Satisfied","Y",1,0,"Laboratory Technician",4,0,"Male","Travel_Rarely","Life Sciences","Single","High",3485,80,28,5,356,5,3,1,"No","Research & Development",0,3,0,2,529
"746",746,"Hatcher, Dae'Jornae",1746,1982,"No",10,3,3,25,42,8,15471,"Very Satisfied","Y",3,6,"Research Director",3,16,"Female","Travel_Rarely","Life Sciences","Married","Very High",13744,80,37,16,2025,2,1,1,"Yes","Research & Development",11,4,1,1,161
"747",747,"Rodriguez, Nicole",1747,1982,"No",1,3,4,17,59,2,23848,"Very Satisfied","Y",2,1,"Manufacturing Director",3,6,"Female","Travel_Rarely","Technical Degree","Single","High",7491,80,37,12,629,3,4,1,"No","Research & Development",5,3,0,4,799
"748",748,"Reddell, Bowen",1748,1981,"No",23,2,3,14,82,2,18899,"Very Satisfied","Y",4,1,"Healthcare Representative",4,2,"Male","Travel_Rarely","Life Sciences","Divorced","High",5745,80,38,10,401,2,2,1,"No","Research & Development",2,3,1,9,688
"749",749,"Griffin, Ursula",1749,1992,"No",23,2,3,21,36,8,7018,"Satisfied","Y",2,5,"Sales Representative",1,9,"Female","Travel_Rarely","Medical","Married","Very High",3540,80,27,9,1862,5,4,1,"No","Sales",8,2,1,1,728
"750",750,"al-Kaba, Bakar",1750,1974,"No",1,3,2,23,74,4,3395,"Satisfied","Y",3,14,"Healthcare Representative",1,23,"Male","Non-Travel","Life Sciences","Married","Very High",10748,80,45,25,1705,3,4,1,"No","Research & Development",15,2,1,3,1238
"751",751,"Sullivan, Teran",1751,1979,"No",9,1,3,14,35,0,25063,"OK","Y",4,0,"Research Scientist",4,1,"Male","Travel_Frequently","Medical","Divorced","High",3617,80,40,3,958,2,4,1,"Yes","Research & Development",1,3,1,8,1469
"752",752,"Mose, Sadie",1752,1994,"No",8,2,2,22,85,4,13684,"Satisfied","Y",1,0,"Sales Executive",2,5,"Female","Travel_Rarely","Other","Divorced","Very High",4907,80,25,6,2012,3,2,1,"Yes","Sales",3,3,1,0,1382
"753",753,"Nguyen, David",1753,1976,"No",25,3,3,13,79,0,5268,"Very Satisfied","Y",3,0,"Sales Executive",3,1,"Male","Travel_Rarely","Medical","Divorced","High",10798,80,43,18,1077,5,3,1,"No","Sales",0,2,1,5,415
"754",754,"Leno, Michael",1754,1966,"No",24,3,3,15,48,2,3458,"Very Satisfied","Y",2,1,"Healthcare Representative",4,4,"Male","Travel_Rarely","Medical","Married","High",7005,80,53,11,1692,2,3,1,"No","Research & Development",3,4,0,3,1395
"755",755,"Stanley, Kourteney",1755,1988,"No",7,3,3,24,48,9,14034,"Satisfied","Y",3,8,"Manufacturing Director",2,10,"Female","Travel_Frequently","Life Sciences","Married","Very High",8943,80,31,10,439,2,1,1,"No","Research & Development",9,2,1,1,798
"756",756,"al-Rahman, Sundus",1756,1990,"No",NA,1,3,13,97,2,4668,"OK","Y",4,0,"Laboratory Technician",1,3,"Female","Travel_Frequently","Life Sciences","Married","High",3180,80,29,4,1510,3,3,1,"No","Research & Development",2,3,3,0,410
"757",757,"Westphal, Sakahdi",1757,1984,"No",1,2,3,16,80,3,6698,"Satisfied","Y",1,0,"Sales Executive",3,5,"Female","Travel_Rarely","Medical","Single","High",4859,80,35,5,625,3,4,1,"No","Sales",4,3,0,1,195
"758",758,"Smith, Elaine",1758,1970,"No",25,1,2,14,84,4,22102,"Disatisfied","Y",3,1,"Laboratory Technician",4,9,"Female","Travel_Rarely","Life Sciences","Married","High",3211,80,49,10,1621,3,4,1,"No","Research & Development",6,3,1,1,722
"759",759,"Blyth, Henry",1759,1964,"No",1,4,4,13,81,0,12414,"Very Satisfied","Y",2,0,"Research Director",4,7,"Male","Travel_Rarely","Medical","Divorced","High",14732,80,55,31,1426,4,4,1,"No","Research & Development",7,4,2,2,1136
"760",760,"Jiang, Lijie",1760,1966,"No",6,2,1,20,34,5,16047,"Satisfied","Y",2,4,"Sales Representative",2,7,"Male","Travel_Rarely","Marketing","Married","Very High",2306,80,53,13,198,3,4,1,"Yes","Sales",7,3,1,2,1436
"761",761,"Angeles, Tony",1761,1991,"Yes",1,1,3,15,45,0,7160,"OK","Y",1,0,"Laboratory Technician",3,1,"Male","Travel_Frequently","Medical","Divorced","High",2596,80,28,1,1105,2,1,1,"No","Research & Development",0,2,2,1,1009
"762",762,"al-Saah, Munjid",1762,1987,"No",26,2,3,18,100,2,12069,"Very Satisfied","Y",3,2,"Sales Executive",4,3,"Male","Non-Travel","Marketing","Married","High",4465,80,32,4,334,2,1,1,"No","Sales",2,3,0,0,976
"763",763,"Mitre, Jared",1763,1991,"No",19,1,3,12,78,3,12449,"Disatisfied","Y",4,3,"Laboratory Technician",4,6,"Male","Travel_Rarely","Medical","Married","High",3196,80,28,6,1222,2,3,1,"No","Research & Development",5,2,3,1,1179
"764",764,"Bonath, Ann",1764,1978,"Yes",1,2,1,11,94,5,19479,"Very Satisfied","Y",2,0,"Sales Executive",2,6,"Female","Travel_Rarely","Life Sciences","Single","High",5993,80,41,8,4,NA,1,1,"Yes","Sales",4,3,0,8,1102
"765",765,"al-Abu, Zaghlool",1765,1995,"No",NA,1,3,14,57,0,10036,"Disatisfied","Y",3,0,"Laboratory Technician",2,1,"Male","Travel_Rarely","Technical Degree","Divorced","High",2296,80,24,2,1545,3,2,1,"No","Research & Development",1,2,3,0,350
"766",766,"Fabela, Jayme",1766,1965,"No",20,2,2,12,31,3,16885,"Satisfied","Y",4,0,"Research Scientist",4,4,"Female","Travel_Frequently","Life Sciences","Single","High",4869,80,54,20,446,4,4,1,"No","Research & Development",3,3,0,3,928
"767",767,"al-El-Sayed, Amru",1767,1998,"No",9,1,2,24,39,2,2851,"Very Satisfied","Y",1,2,"Sales Representative",2,3,"Male","Non-Travel","Medical","Single","Very High",2610,80,21,3,479,3,3,1,"No","Sales",2,3,0,1,895
"768",768,"Taylor, David",1768,1980,"Yes",6,1,1,21,70,2,4303,"Disatisfied","Y",4,2,"Laboratory Technician",3,2,"Male","Travel_Rarely","Medical","Married","Very High",2404,80,39,8,936,2,4,1,"Yes","Research & Development",2,3,0,7,1122
"769",769,"Mccusker, Shane",1769,1979,"No",8,2,3,18,72,2,8841,"Very Satisfied","Y",4,2,"Healthcare Representative",2,2,"Male","Non-Travel","Life Sciences","Divorced","High",4069,80,40,8,1549,2,3,1,"Yes","Research & Development",2,3,0,3,1142
"770",770,"el-Kassem, Sham'a",1770,1981,"No",1,2,2,13,33,8,19383,"Very Satisfied","Y",2,1,"Healthcare Representative",4,9,"Female","Travel_Rarely","Life Sciences","Single","High",7625,80,38,10,729,4,3,1,"No","Research & Development",7,4,0,0,827
"771",771,"al-Salem, Muzammil",1771,1985,"No",8,2,4,12,82,2,10228,"Satisfied","Y",2,1,"Laboratory Technician",3,4,"Male","Travel_Rarely","Medical","Married","High",4404,80,34,6,2066,3,1,1,"No","Research & Development",3,4,0,2,628
"772",772,"el-Khatib, Raheema",1772,1975,"No",1,2,2,21,75,3,4009,"Disatisfied","Y",2,1,"Sales Executive",5,4,"Female","Travel_Rarely","Marketing","Divorced","Very High",5454,80,44,9,67,2,3,1,"Yes","Sales",3,3,1,5,1488
"773",773,"Torres Serrano, Monica",1773,1999,"Yes",11,1,3,15,98,0,18275,"Disatisfied","Y",4,0,"Research Scientist",3,1,"Female","Travel_Rarely","Medical","Single","High",2600,80,20,1,1011,2,1,1,"Yes","Research & Development",0,2,0,1,1097
"774",774,"Thao, Joseph",1774,1990,"Yes",1,1,2,14,85,5,19757,"Satisfied","Y",3,1,"Research Scientist",3,6,"Male","Travel_Rarely","Technical Degree","Single","High",2058,80,29,7,302,1,4,1,"No","Research & Development",2,3,0,0,992
"775",775,"al-Ozer, Husni",1775,1985,"No",10,1,4,17,43,0,5972,"Satisfied","Y",4,2,"Research Scientist",4,5,"Male","Travel_Frequently","Medical","Divorced","High",3815,80,34,5,276,4,4,1,"Yes","Research & Development",3,3,1,1,878
"776",776,"Chavez, Taylor",1776,1988,"No",8,2,3,23,61,8,20682,"Very Satisfied","Y",3,1,"Manufacturing Director",4,11,"Female","Travel_Rarely","Life Sciences","Single","Very High",4424,80,31,11,93,2,4,1,"No","Research & Development",7,3,0,1,746
"777",777,"el-Faraj, Hadbaaa",1777,1965,"No",22,4,3,25,91,7,18685,"Satisfied","Y",2,4,"Manager",5,10,"Female","Travel_Rarely","Medical","Married","Very High",17426,80,54,36,1659,6,3,1,"No","Research & Development",8,3,1,3,584
"778",778,"Samora, Reece",1778,1988,"No",7,1,4,15,41,2,11737,"Satisfied","Y",2,5,"Sales Representative",4,7,"Male","Travel_Rarely","Life Sciences","Married","High",2329,80,31,13,942,2,2,1,"No","Sales",7,2,0,3,154
"779",779,"Reeves, Dana",1779,1987,"No",5,1,3,17,35,2,18783,"Very Satisfied","Y",2,0,"Research Scientist",4,3,"Female","Travel_Rarely","Other","Married","High",3312,80,32,6,1613,3,4,1,"No","Research & Development",2,4,2,3,634
"780",780,"Montez, Corey",1780,1989,"No",9,1,3,13,83,8,16117,"Satisfied","Y",4,1,"Laboratory Technician",2,10,"Male","Travel_Rarely","Medical","Single","High",2206,80,30,10,49,5,1,1,"No","Research & Development",0,2,0,1,125
"781",781,"Martin, Tyler",1781,1988,"No",7,2,3,12,73,7,7143,"Very Satisfied","Y",4,1,"Sales Executive",3,7,"Male","Travel_Rarely","Marketing","Divorced","High",7547,80,31,13,445,3,4,1,"No","Sales",7,3,3,4,691
"782",782,"Perez, Joshua",1782,1994,"Yes",5,2,3,11,46,3,26959,"Satisfied","Y",3,0,"Sales Executive",3,6,"Male","Travel_Rarely","Marketing","Single","High",5744,80,25,6,144,1,4,1,"Yes","Sales",4,2,0,1,240
"783",783,"Keelick, Jason",1783,1979,"No",5,3,3,21,48,12,23772,"Disatisfied","Y",4,1,"Sales Executive",4,18,"Male","Travel_Frequently","Life Sciences","Married","Very High",10475,80,40,20,731,2,3,1,"Yes","Sales",13,2,1,5,580
"784",784,"Richards, Kimber-Lee",1784,1990,"Yes",13,2,1,11,51,0,17485,"OK","Y",1,0,"Sales Executive",3,5,"Female","Travel_Frequently","Technical Degree","Single","High",5765,80,29,7,1481,4,1,1,"No","Sales",3,3,0,5,115
"785",785,"Mendez, Alejandro",1785,1983,"No",7,1,3,18,65,1,23293,"Very Satisfied","Y",2,0,"Research Scientist",4,6,"Male","Travel_Rarely","Other","Single","High",4678,80,36,8,945,6,3,1,"No","Research & Development",2,3,0,2,188
"786",786,"Hudnall, Cordell",1786,1995,"No",23,1,3,11,89,4,21630,"Very Satisfied","Y",2,1,"Research Scientist",3,6,"Male","Travel_Rarely","Medical","Married","High",2725,80,24,6,636,3,2,1,"Yes","Research & Development",5,4,2,1,691
"787",787,"Fost, Kaitlyn",1787,1993,"No",23,2,2,19,47,0,21436,"Very Satisfied","Y",3,0,"Sales Executive",3,2,"Female","Travel_Rarely","Marketing","Married","High",4157,80,26,5,64,2,3,1,"Yes","Sales",2,2,1,7,1443
"788",788,"Lujan, Shantae",1788,1982,"No",10,1,1,11,71,7,9953,"OK","Y",2,7,"Research Scientist",3,8,"Female","Travel_Rarely","Medical","Married","High",3936,80,37,8,1639,2,1,1,"No","Research & Development",4,3,1,1,1470
"789",789,"Bower, Alexis",1789,1971,"No",1,4,1,11,40,2,17997,"Disatisfied","Y",4,0,"Manager",4,3,"Female","Travel_Rarely","Life Sciences","Married","High",15402,80,48,21,670,3,1,1,"No","Research & Development",2,2,1,7,1236
"790",790,"Henderson, Marcell",1790,1985,"No",9,3,2,11,86,6,5494,"Very Satisfied","Y",4,1,"Healthcare Representative",3,9,"Male","Travel_Rarely","Life Sciences","Divorced","High",8500,80,34,10,1338,NA,4,1,"No","Research & Development",7,3,1,0,943
"791",791,"Greenberg, Eric",1791,1977,"Yes",12,4,2,12,44,14,2447,"Disatisfied","Y",3,13,"Sales Executive",3,21,"Male","Travel_Frequently","Life Sciences","Single","High",13758,80,42,22,1171,2,2,1,"Yes","Sales",9,3,0,0,481
"792",792,"al-Hares, Muneefa",1792,1967,"No",25,4,3,22,81,0,19028,"Very Satisfied","Y",3,0,"Manufacturing Director",4,9,"Female","Travel_Frequently","Medical","Married","Very High",13826,80,52,31,870,3,3,1,"No","Research & Development",8,2,0,3,890
"793",793,"Garfio, Richard",1793,1989,"No",20,2,2,15,85,2,9096,"Disatisfied","Y",3,0,"Manufacturing Director",3,6,"Male","Travel_Rarely","Other","Married","High",9957,80,30,7,1078,1,3,1,"No","Research & Development",2,3,1,0,1176
"794",794,"James, Monche'L",1794,1979,"No",11,2,4,11,73,4,26849,"Satisfied","Y",4,9,"Laboratory Technician",3,10,"Female","Travel_Frequently","Technical Degree","Married","High",6323,80,40,10,1992,2,1,1,"No","Research & Development",9,3,1,1,692
"795",795,"el-Musa, Ya'eesh",1795,1993,"Yes",3,1,3,22,73,4,6582,"Disatisfied","Y",3,0,"Research Scientist",1,6,"Male","Travel_Frequently","Technical Degree","Single","Very High",3102,80,26,7,504,2,3,1,"No","Research & Development",4,3,0,0,575
"796",796,"Warner, Aaron",1796,1985,"No",3,2,2,17,45,4,22266,"Very Satisfied","Y",1,0,"Healthcare Representative",1,6,"Male","Travel_Frequently","Life Sciences","Single","High",7756,80,34,7,1106,1,3,1,"No","Research & Development",2,3,0,0,618
"797",797,"Campbell, Shawn",1797,1978,"No",9,1,3,21,94,4,6961,"Disatisfied","Y",3,1,"Laboratory Technician",4,5,"Male","Travel_Rarely","Life Sciences","Married","Very High",2238,80,41,7,194,2,4,1,"No","Research & Development",0,3,1,2,933
"798",798,"Schaad, Phillip",1798,1977,"No",12,2,3,12,77,0,2900,"Very Satisfied","Y",2,0,"Sales Executive",4,0,"Male","Travel_Rarely","Marketing","Divorced","High",5087,80,42,14,1945,4,3,1,"Yes","Sales",0,3,2,3,419
